Topic,Count,Name,Representation,Representative_Docs
21,51,21_fideszes_aktivista_aktivistát_férfi,"['fideszes', 'aktivista', 'aktivistát', 'férfi', 'virág', 'szentendrén', 'plakátokat', 'agresszív', 'gulyás', 'vi']","['hihetetlen döntést hozott a fővárosi törvényszék: szerintük nem politikai indíttatásból verte meg a fideszes aktivistát a plakátrongáló férfi nem rendelt el kényszerintézkedést a fideszes aktivista, bocskai csaba támadójával szemben a budai központi kerületi bíróság, arra hivatkozva, hogy a bántalmazás hátterében nem politikai indíttatás állt.\n\nmint ismert, a napokban budapest vi. kerületében egy plakátrongáló támadt egy fideszes aktivist', '„egyszerűen leütött szó nélkül“  - itt a megtámadott fideszes aktivista vallomása! garázdaság miatt folytat büntetőeljárást a rendőrség bocskai csaba tamás megtámadása ügyében - derült ki a fideszes aktivista lapunk birtokában lévő tanúkihallgatási jegyzőkönyvéből. az aktivistát szerda hajnalban támadta meg egy feltételezhetően ellenzéki szimpatizáns férfi, aki fideszes plakátokat', 'durvul a kampány: megvertek egy fideszes aktivistát, aki számonkérte a plakátrongálót – videó egy videó tanúsága szerint egy férfi budapesten, a vi. kerületi hunyadi tér környékén módszeresen letépte, levágta a fidesz-kdnp helyi jelöltjének plakátjait, miközben a kutyáját sétáltatta. a rongálásra felfigyelt egy fideszes aktivista, aki telefonja kamerájával rögzítette az esetet, majd számon k']"
22,49,22_kábítószer_drog_kokaint_kokain,"['kábítószer', 'drog', 'kokaint', 'kokain', 'kereskedelem', 'delta', 'drogot', 'betegek', 'fellépést', 'került']","['kimondták: „a tisza párt a drogliberalizáció álláspontján áll. ez az uniós elvárás, a tisza a drogosok szavazatára gyúr” hétfő délelőtt horváth lászló kábítószer-kereskedelem felszámolásáért felelős kormánybiztos és dr. töreki sándor vezérőrnagy, bűnügyi országos rendőrfőkapitány-helyettes tartott sajtótájékoztatót azzal kapcsolatban, hogy egy éve indult a kábítószer elleni küzdelem érdekében létrehozott delta program', 'delta program: újabb csapás a kábítószer-kereskedelemre egy sikeres rendőri intézkedés vetett véget annak az útnak, amelynek célja a drog beszerzése volt . a kábítószer azonban nem jutott el rendeltetési helyére, mivel a hatóságok már gyomaendrőd térségében megállították a szállítókat - írta az origo. a drog már nem jutott el a fogyasztókhoz olvasói fotó', 'többtonnányi lefoglalt drog és 11 ezer eljárás – mérlegen a delta program első éve horváth lászló, a kábítószer-kereskedelem felszámolásáért felelős kormánybiztos a közösségi oldalán is beszámolt arról, hogy sajtótájékoztatót tartott annak kapcsán, hogy egy éve indult a kábítószer elleni küzdelem érdekében létrehozott delta program .\n\nhorváth lászló a nemzeti szakértői és kutató k']"
23,47,23_facebook_meta_cenzúra_választások,"['facebook', 'meta', 'cenzúra', 'választások', 'korlátozza', 'közösségi', 'elérését', 'rendszert', 'bama', 'hu']","['példátlan támadást indított az európai bizottság a magyar választások előtt: már aktiválták is a rendszert az olajblokád után jöhet a „ facebook-blokád ” is: az európai bizottság ugyanis aktiválta azt a rendszert, amellyel korlátozni tudja a közösségi médiában megjelenő tartalmakat a magyar választások előtt – közölte dömötör csaba, a fidesz–kdnp európai parlamenti (ep-) képviselője brüsszelben szerdán.', 'az ukránpárti cenzor nem a kezdet: így avatkozott be a facebook a magyar választásokba mario nawfall x-bejegyzéséből kiderült , hogy a facebook korlátozza orbán viktor bejegyzéseit a választások előtti hetekben. elon musk kedvenc bloggere kiemelte, hogy a beavatkozás a jövő hónapban esedékes országgyűlési választások előtt történt, és komoly kérdéseket vet fel a közösségi média politi', 'nyílt politikai beavatkozás: elon musk kedvenc bloggere szerint a választások előtt korlátozza orbán viktor bejegyzéseit a facebook a facebook korlátozza orbán viktor bejegyzéseit a választások előtti hetekben, derült ki mario nawfall x-bejegyzéséből. a beavatkozás a jövő hónapban esedékes országgyűlési választások előtt történt, és komoly kérdéseket vet fel a közösségi média politikai tartalmak kezelésének átláthatóságáról.\n\nna']"
24,47,24_tudását_szeretné_kvíz_sikerül,"['tudását', 'szeretné', 'kvíz', 'sikerül', 'próbára', 'nehéz', 'próbára teszi', 'tudják', 'legjobbak', 'legtöbben']","['tízből nyolc ember elvérzik ezen a forradalmian nehéz kvízen – önnek sikerül? ha szeretné tovább tesztelni a tudását, még több kvízt is kitölthet!', 'húsvéti locsolkodós kvíz – a 4. kérdésnél sokan elbuknak ha szeretné tovább tesztelni a tudását, még több kvízt is kitölthet!', 'ez a kvíz még a legjobbakat is megizzasztja – bevállalja? ha szeretné tovább tesztelni a tudását, még több kvízt is kitölthet!']"
25,42,25_közlekedési_út_lezárások_budapesti,"['közlekedési', 'út', 'lezárások', 'budapesti', 'március 15', 'közölte budapesti', 'március', 'fővárosban', '15', 'bkk']","['brutális lezárások jönnek budapesten: március 15. miatt a fél város megbénulhat a március 15-i nemzeti ünnephez kapcsolódó rendezvények miatt a főváros több kerületében forgalomkorlátozások lesznek - közölte a budapesti rendőr-főkapitányság csütörtökön a police.hu oldalon.\n\na közlemény szerint lezárják március 14-én 0 órától március 16-án 2 óráig a budapest vi. kerületében lévő', 'a delegáció közlekedése miatt újabb lezárások várhatók a fővárosban: mutatjuk a részleteket! a delegáció közlekedése miatt szerdán és csütörtökön lezárások várhatók a fővárosban – közölte a budapesti közlekedési központ (bkk) az mti-vel. a közlemény szerint szerdán napközben elsősorban a zugligeti út–béla király út–istenhegyi út–szent orbán tér–orbánhegyi út–stromfeld aurél út–apor vilmos t', 'annyira jól érzi magát az amerikai alelnök budapesten, hogy marad még egy napot delegáció közlekedése miatt szerdán és csütörtökön lezárások várhatók a fővárosban – közölte a budapesti közlekedési központ (bkk) az mti-vel. a lezárások elsősorban a zugligeti út – béla király út – istenhegyi út – szent orbán tér – orbánhegyi út – stromfeld aurél út – apor vilmos tér – jagelló út']"
26,39,26_robbanás_zsidó_történt_támadás,"['robbanás', 'zsidó', 'történt', 'támadás', 'antiszemita', 'terrortámadás', 'rendőrség', 'londoni', 'cseh', 'robbanás történt']","['lángba borult london – videón a brutális antiszemita támadás antiszemita támadás rázta meg london egyik legnagyobb zsidó közösségét hétfő hajnalban. ismeretlen elkövetők zsidó mentőautókat gyújtottak fel egy zsinagóga közelében, a rendőrség gyűlölet-bűncselekményként vizsgálja az esetet. a támadás jelentős riadalmat keltett a környéken, robbanásokat is hallot', 'eddig kellett várni: begyűrűzhetett európába az iráni háború – robbanás történt reggel belgiumban robbanás történt hétfőre virradóan a belgiumi liege egyik zsinagógája előtt, személyi sérülés nem történt, anyagi kár keletkezett – közölte rendőrségi információk alapján a la libre belgique című, angol nyelvű belga napilap hétfőn.\n\na helyi rendőrség tájékoztatása szerint a robbanás röviddel hajnali', 'újabb antiszemita támadás: mentőautókat gyújtottak fel londonban a bbc tudósítása szerint súlyos, feltehetően antiszemita indíttatású gyújtogatás történt észak-londonban, ahol négy mentőautó vált a lángok martalékává. a járművek a zsidó közösség önkéntes mentőszolgálatához, a hatzola szervezethez tartoztak. az antiszemita támadás a londoni golders green városrész']"
27,39,27_nyugdíj_havi_magyar államkincstár_államkincstár,"['nyugdíj', 'havi', 'magyar államkincstár', 'államkincstár', '13', 'havi nyugdíj', '2026', '14', '13 havi', 'nyugdíjas']","['jó hírt kaptak a nyugdíjasok: előbb érkezik az áprilisi nyugdíj természetesen a megszokott rendnek megfelelően, vagyis ahogy minden évre vonatkozóan előre, úgy 2026-ra is közzétette már decemberben a magyar államkincstár a 2026-ra vonatkozó nyugdíjfolyósítási dátumokat, vagyis azt a napot, melyen az ellátásra jogosultak az ellátás összegének bankszámlájukon tört', 'ezzel a trükkel több százalékkal magasabb lehet a nyugdíj a nyugdíj igénylése előtt érdemes mérlegelni a szabályozási környezetet, a nyugdíjemelés rendszerét és a 13. havi nyugdíj jogosultsági feltételeit. nem mindegy, hogy valaki 2026-ban vagy 2027-ben kéri az ellátást, mert a számítás alapját jelentő valorizációs szorzók évente változnak, és ez hatással', 'a fidesz vállalta és megcsinálta - a 13. után már 14. havi juttatás is jár a nyugdíjasoknak a 13. havi nyugdíj témájáról nem lehet anélkül beszélni, hogy ne idéznénk fel bajnai gordon rövid miniszterelnökségének egyik legfájdalmasabb intézkedését: a juttatás megszüntetését 2009-ben. a baloldali megszorításra az orbán-kormány úgy reagált, hogy felvette vállalásai közé a 13. havi nyugdíj fel']"
28,38,28_menczer_menczer tamás_tamás_18,"['menczer', 'menczer tamás', 'tamás', '18', '00', 'mandiner', 'bujdosó', 'kommunikációs', 'bujdosó andrea', 'kommunikációs igazgatója']","['menczer tamás: nevetséges vagy, peti! újabb éles hangvételű bejegyzést tett közzé a facebookon menczer tamás, a fidesz kommunikációs igazgatója. a politikus magyar pétert, a tisza párt elnökét bírálta, és több állítást is megfogalmazott vele kapcsolatban.\n\nnevetséges vagy, peti!\n\n– ezzel a mondattal kezdte bejegyzését menczer tamás, aki', 'menczer tamás vitázna bujdosó andreával, még virágot is vinne neki menczer tamás felidézte országgyűlési választási ellenfelének, bujdosó andreának a szavait, melyben a tisza párt fővárosi frakciójának vezetője arról számolt be, hogy a kommunikációs igazgató találkozásukkor nem is köszönt neki, így nem gondolja, hogy akarna vele beszélni.\n\nmenczer tamás közölte, ho', 'menczer tamás: ahogy bujdosó andrea menekül a kérdések elől, az szégyenletes + videó - az, ahogyan ön menekül a sajtó elől, szégyenletes - mondta menczer tamás a közösségi oldalára feltöltött videójában, arra reagálva, hogy bujdosó andrea, a tisza fővárosi frakcióvezetője nem volt hajlandó válaszolni a neki feltett kérdésekre. forrás: \xa0facebook/menczer tamás - frakcióvezető asszony,']"
29,37,29_fertőzés_terjed_ütötte fejét_ütötte,"['fertőzés', 'terjed', 'ütötte fejét', 'ütötte', 'vármegyében', 'halálos', 'nemzeti élelmiszerlánc', 'élelmiszerlánc biztonsági', 'biztonsági hivatal', 'élelmiszerlánc']","['pusztít a madárinfluenza, 24 ezer kacsát kell leölni újabb baromfitelepen igazolták a magas patogenitású madárinfluenza jelenlétét csongrád-csanád vármegyében. a vírust egy zsombói pecsenyekacsa-telepen mutatta ki a nemzeti élelmiszerlánc-biztonsági hivatal laboratóriuma – tájékoztat a délmagyar .\n\na fertőzés egy mintegy 24 ezer egyedből álló állomány', 'figyelem! súlyos járvány ütötte fel a fejét a magyar telepeken újabb madárinfluenza-fertőzést azonosítottak magyarországon: ezúttal kiskunfélegyházán, egy mintegy ötezer egyedből álló mulard kacsaállományban mutatta ki a vírust a nemzeti élelmiszerlánc-biztonsági hivatal laboratóriuma .\n\na hatóság közlése szerint az érintett állomány felszámolása már folyamatba', 'súlyos betegség terjed: egész nógrád fertőzött területnek számít a legfrissebb hatósági adatok szerint az sertéspestis nógrád vármegye teljes területén jelen van. a nemzeti élelmiszerlánc-biztonsági hivatal (nébih) térképes nyilvántartása alapján a fertőzés elsősorban a vadon élő vaddisznóállományban terjed, miközben magyarországon eddig kizárólag ezekben az álla']"
30,37,30_gianni_gianni miki_miki_legjobb,"['gianni', 'gianni miki', 'miki', 'legjobb', 'kenyér', 'sajt', 'miklós', 'középpontba', 'készül', 'illat']","['gianni és miki új sorozata: gasztronómia emberi történetekkel gianni annoni és lizsicsár miklós új sorozatukban izgalmas gasztrokalandra hívja a nézőket. a\xa0gianni és miki nyitóepizódjában vakteszten választják ki a legjobb kovászos kenyeret – illat, állag és íz dönt. hamar kiderül azonban, hogy a mindmegette.hu-n futó műsor jóval több a recepteknél: ízek, tája', 'ez a legjobb vörösbor magyarországon – gianni és miki megtalálta a gianni és miki című gasztroműsor ötödik részében gianni annoni és lizsicsár miklós a vörösborok világát vette célba. a mindmegette.hu-n nyomonkövethető sorozatban a páros korábban már a kézműves kenyereket, sajtokat , kolbászokat és chiliszószokat is tesztelte, most pedig a minőségi magyar vörösbo', 'tényleg ez az ország legjobb kolbásza? gianni és miki utánajárt folytatódik gianni és miki gasztrokalandja: az előző részekben már kiderítették, hol készül az ország legjobb sajtja , és azt is megnézték, hol sütik a legfinomabb kovászos kenyeret. most újabb klasszikus magyar kedvenc került a középpontba: a kolbász.\n\ngianni annoni és lizsicsár miklós ezúttal a ké']"
31,37,31_épület_megújult_húsvétvasárnap_ikonikus,"['épület', 'megújult', 'húsvétvasárnap', 'ikonikus', 'szobra', 'egykori', 'négyzetméteres', 'látogatók', 'beszédet mond', 'hegy']","['orbán viktor a megújult citadella átadásán: mi vagyunk a hegy (videó) húsvétvasárnap hivatalosan is megnyitotta kapuit a látogatók előtt a teljesen újjávarázsolt citadella. a 2020 őszén kezdődött, komplex fejlesztési folyamat célja az volt, hogy az egykori rideg, zárt erődítményt egy nyitott, akadálymentesített és élettel teli közösségi térré, valamint modern turiszti', 'megnyílik a citadella: orbán viktor beszédével kezdődik az új korszak új fejezet kezdődik a budapesti citadella történetében: a teljesen megújult erőd húsvét vasárnap megnyitja kapuit a látogatók előtt, az eseményen pedig beszédet mond orbán viktor is.\n\na beruházás célja nem csupán az épület helyreállítása volt, hanem az is, hogy a korábban elzárt, leromlott állapotú', 'megnyílik a megújult citadella, orbán viktor is beszédet mond új fejezet kezdődik a gellért-hegy tetején álló citadella történetében: a hosszú ideig elzárt és leromlott állapotú erőd most modern, nyitott közösségi térként születik újjá. a beruházás célja az volt, hogy a főváros egyik legismertebb panorámapontja ismét méltó állapotban, mindenki számára hozzáfér']"
32,36,32_férfi_főügyészség_törvényszék_bíróság,"['férfi', 'főügyészség', 'törvényszék', 'bíróság', 'ítélték', 'ügyében', 'győri', 'gyilkos', 'nő', 'feleségét']","['19 évet ült börtönben egy férfi egy rablás miatt, amit el sem követett egy new york-i férfit 19 év börtön után engedtek szabadon, miután kiderült, hogy egy olyan rablás miatt ítélték el, amit nem követett el. kenneth windley életéből majdnem két évtizedet vett el a téves ítélet, de a bíróság most felmentette őt, és ezzel véget ért hosszú kálváriája – írja az abc news .', 'emberölés miatt emeltek vádat a feleségét halálra szúró férfi ellen a pest vármegyei főügyészség emberölés bűntette és más bűncselekmények miatt emelt vádat azzal a férfival szemben, aki feleségét halálra szúrta. a főügyészség azt közölte hétfőn az mti-vel, hogy a bűnügy vádlottja, egy budapesti férfi és az áldozat 2022 telén ismerkedtek meg, majd összeköltöztek és', 'évtizedekre börtönbe kerülhet a barátnőjét meggyilkoló férfi a győri fellebbviteli főügyészség a büntetése súlyosítását indítványozta annak a 34 éves férfinak, aki a tizedik emeletről lökte ki barátnőjét. illusztráció. fotó: róka lászló a győri fellebbviteli főügyészség közlése szerint a vádlott a barátnőjével és az édesanyjával költözött 2023 januárjában egy']"
33,33,33_növény_kertben_tavaszi_érdemes,"['növény', 'kertben', 'tavaszi', 'érdemes', 'kert', 'szezon', 'tavasszal', 'különösen', 'krumpli', 'apró']","['4+1 tipp a kertészkedéshez: így előzze meg a tavaszi káoszt a kertben akár virágoskertje, veteményese vagy gyümölcsfái vannak, a szezon előtt érdemes átgondolni a teendőket. a tavaszi kertészkedés egyik titka, hogy a kertet és a talajt már a szezon elején felkészítjük az új növekedési időszakra. így a növények erősebben indulnak fejlődésnek, a kerti munkák pedig sokka', 'itt a medvehagyma-szezon, de nehogy összetévessze ezzel a növénnyel, végzetes lehet! a medvehagyma gyűjtése tavasszal különösen népszerű, főként a dunántúli erdőkben. a növény kedveltsége mellett fontos szempont, hogy könnyű összekeverni a mérgező gyöngyvirággal.\n\ntavasszal ismét megjelenik az erdők egyik legnépszerűbb vadon termő növénye, a medvehagyma, amelyet sokan kifejezetten e', 'a legtöbb kertben ezért lesz kevés a termés – a tavaszi metszés hibái sokan azt gondolják, hogy elég akkor elővenni az ollót, amikor már tartósan jó az idő, pedig a tavaszi metszés idejét nem érdemes elhibázni. ákos, aki évek óta foglalkozik kertgondozással, azt mondja, a legtöbb növény akkor reagál a legjobban, ha még a teljes növekedési időszak előtt kapja meg a szü']"
34,33,34_nettó_százalékkal_nemzetgazdasági_minimálbér,"['nettó', 'százalékkal', 'nemzetgazdasági', 'minimálbér', 'januárban', 'márton', 'ksh', 'statisztikai hivatal', 'nőtt', 'statisztikai']","['megérkeztek az év eleji munkaerőpiaci adatok munkaerőpiaci adatokat tett közzé a központi statisztikai hivatal (ksh): idén januárban a munkanélküliek száma 225 ezer fő, a munkanélküliségi ráta 4,6 százalék volt. a háromhavi adatot vizsgálva kiderül, hogy 2025. november-2026. január időszakban a foglalkoztatottak átlagos létszáma a 15-74 évesek', 'európa legnagyobb adócsökkentésének eredményeként emelkedett a minimálbér és az átlagkereset magyarországon a nemzeti kormány az elmúlt 4 évben a háború ellenére is fönntartotta a korábban vállalt céljait és 2026 januárjától pedig - számos ágazati béremelés mellett - a minimálbért 11 százalékkal, a garantált bérminimumot pedig 7 százalékkal emelte. erre európában senki más nem volt képes. a kormány mindez', 'már 840 000 forint fölött jár a magyar átlagkereset a bruttó kereset mediánértéke 598 700, a nettó kereset mediánértéke 420 200 forintot ért el, 11,0, illetve 12,5 százalékkal magasabb értéket mutatott az előző év azonos időszakánál. a központi statisztikai hivatal (ksh) közlése szerint az átlagkereset kiugró emelkedéséhez elsősorban a honvédelmi és']"
35,32,35_petíció_nemzeti petíció_nemzeti_hidvéghi balázs,"['petíció', 'nemzeti petíció', 'nemzeti', 'hidvéghi balázs', 'hidvéghi', 'kabinetiroda parlamenti', 'kabinetiroda', 'miniszterelnöki kabinetiroda', 'küldték', 'parlamenti államtitkára']","['már online is kitölthető a nemzeti petíció + videó szombattól online is kitölthető a nemzeti petíció - jelentette be a miniszterelnöki kabinetiroda parlamenti államtitkára szombaton a facebook-oldalára feltöltött videójában. hidhvégi balázs fontos ügyben szólalt meg (forrás: képernyőkép) hidvéghi balázs úgy fogalmazott, mostantól egytelen gyors katt', 'nemzeti petíció: fontos részletekre hívta fel a figyelmet az államtitkár (videó) országszerte befejeződik a nemzeti petíció kézbesítése szerdán – közölte a miniszterelnöki kabinetiroda parlamenti államtitkára szerdán a facebook -oldalán.\n\nhidvéghi balázs a közösségi oldalára feltöltött videójában azt mondta:\n\na nemzeti petíciót a válaszboríték segítségével ingyenesen lehet vissz', 'hivatalos: meghosszabbítják a nemzeti petíció beküldésének határidejét (videó) a kormány úgy döntött, hogy április 8-ig meghosszabbítja a nemzeti petíció határidejét – jelentette ki hidvéghi balázs, a miniszterelnöki kabinetiroda parlamenti államtitkára legújabb videójában.\n\n„petíció meghirdetése óta ukrajna minden korábbinál durvább nyomásgyakorlást fejt ki hazánk ellen: poli']"
36,31,36_karácsony_karácsony gergely_gergely_főpolgármester,"['karácsony', 'karácsony gergely', 'gergely', 'főpolgármester', 'fővárosi', 'berlin', 'szentkirályi', 'szentkirályi alexandra', 'alexandra', 'budapesti']","['karácsony gergely még a törvényszéknek is ellentmondott, csak hogy ne legyen helyettese semmibe vette karácsony gergely a fővárosi törvényszék kötelezését és elvonta a fővárosi közgyűlés hatáskörét a főpolgármester-helyettes ügyében – közölte sára botond budapest főváros főispánja facebook-videójában .\n\nezért a fővárosi közgyűlés nem tudta teljesíteni kötelezettségét, amit a jogszabály', 'a kormányhivatal a kúriához fordul karácsony gergely mulasztása miatt + videó karácsony gergely semmibe vette a bíróság kötelezését és elvonta a fővárosi közgyűlés hatáskörét a főpolgármester-helyettes ügyében, így a közgyűlés nem tudta teljesíteni kötelezettségét, amit a jogszabály és a bíróság is előírt számára, hogy válasszon főpolgármester-helyettest. a kormányhivatal azé', 'ukrán zászlókkal árasztotta el budapest belvárosát karácsony gergely – galéria „nincs még egy nemzet, amely az ukránnál több jogot szerzett volna ahhoz, hogy európa tagja legyen” – jelentette ki karácsony gergely főpolgármester azon az ukrajna melletti tüntetésen, amelyet oroszország budapesti nagykövetsége előtt tartottak vasárnap.\n\nkarácsony gergely szerint a világrend éppen']"
37,28,37_nasa_artemis_hold_ii,"['nasa', 'artemis', 'hold', 'ii', 'küldetés', 'kennedy', 'történelmi', 'föld', 'floridai', '20 milliárd']","['történelmi lépést tehet a nasa márciusban a nasa március elejére tűzte ki az artemis–2 küldetés indítását, amely több mint ötven év után ismét embereket juttathat a hold közelébe. a négyfős legénység tíznapos útra indul a hold túlsó oldala körül, ami az emberiség eddigi legtávolabbi űrutazása lehet – írja a bbc .\n\na nasa március 6-át jelölt', 'ezt a 10 dolgot szinte senki sem veszi észre az artemis ii fotóján az artemis ii küldetés a nasa egyik legfontosabb holdküldetése, amely során az orion űrkapszula legénysége rekordtávolságból készített felvételeket. az úgynevezett earthset fotó különösen nagy figyelmet kapott, mivel egyszerre mutatja meg a föld és a hold különleges viszonyát, miközben tudományos sz', 'elképesztő videón az artemis ii felemelkedése az emberiség jövője felé sikeresen elindult az artemis ii a kennedy űrközpontból, fedélzetén az orion űrkabin szállítására szolgáló sls rakétával. a történelmi starttal 54 év után ismét emberek indulnak a hold felé.\n\nlátványos és történelmi pillanatokkal indult el a nasa artemis ii küldetése: a floridai kennedy űrközpontból']"
38,27,38_húsvéti_sonka_húsvét_tojás,"['húsvéti', 'sonka', 'húsvét', 'tojás', 'ünnepi', 'húsvétkor', 'spar', 'húsvétra', 'étel', 'húsvét előtti']","['húsvéti sokk vagy fellélegzés? ezt mutatja idén a tojás, a sonka, a tej és a csoki ára idén kimondottan vegyes képet mutat a húsvéti termékek ára. van, ahol a vásárlók végre fellélegezhetnek, máshol viszont továbbra is mélyebben kell a pénztárcába nyúlni a húsvéti ünnepi asztal előkészítésekor – mutat rá elemzésében az oeconomus gazdaságkutató. a tejtermékek frontján kifejezetten kedv', 'húsvéti sonka: mit tehetünk, ha már csak otthon derül ki a turpisság? a húsvéti készülődés egyik legfontosabb kérdése sok családban az, milyen sonka kerüljön az ünnepi asztalra. a szakemberek szerint, a sonka megvásárlásakor nem elég az árcédulát nézni: legalább ilyen fontos a termék állapota, jelölése, csomagolása és tárolása is. egy rosszul megválasztott sonka nemcs', 'öt fantasztikus töltött tojás húsvétra: ezekért rajongani fog a család a töltött tojás receptek remek alternatívát kínálnak azoknak, akik a klasszikus főtt tojást izgalmasabban tálalnák. ez a húsvéti étel gyorsan elkészül, látványos, és többféle ízvilágban is jól működik.\n\na húsvéti asztalról a sonka és a főtt húsvéti tojás biztosan nem hiányozhat, a klasszikus alapany']"
39,27,39_csalók_intelligencia_mesterséges intelligencia_mesterséges,"['csalók', 'intelligencia', 'mesterséges intelligencia', 'mesterséges', 'csalás', 'mailben', 'sms', 'hamis', 'magyar államkincstár', 'államkincstár']","['mesterséges intelligencia által generált, hamis ítéletekre hivatkozott egy bíró – kitört a botrány a mesterséges intelligencia használata újabb botrányt kavart az igazságszolgáltatásban. india legfelsőbb bírósága élesen bírálta egy alsóbb szintű bíró döntését, miután kiderült: egy ingatlanvita ügyében mesterséges intelligencia által generált, nem létező ítéletekre hivatkozott. a testület szerint', 'vigyázzon, csalók vernék át a magyar államkincstár nevében! erre figyeljen! az infostart arról ír, hogy\n\ncsalók a magyar államkincstár nevében számlakivonat letöltésének ürügyével e-mail üzenetekben keresik az ügyfeleket.\n\na mák közölte: soha nem keresi ügyfeleit a csaló e-mailben szereplő céllal. kérik, ha valaki mégis rákattintott a kártékony linkre, azt azonnal jelezze a', 'itt az új trükk, vigyázzunk a számlaadatainkra! - adathalász e-mailben csalók élnek vissza a magyar államkincstár (mák) nevével - közölte a mák hétfőn az mti-vel. a közlemény szerint a számlakivonat letöltésének ürügyével e-mailben keresnek meg csalók ügyfeleket a magyar államkincstár nevében. a csalók olyan hamis információkat terjesztenek, hogy']"
40,27,40_hajó_tengeri_elsüllyedt_parti őrség,"['hajó', 'tengeri', 'elsüllyedt', 'parti őrség', 'őrség', 'lng', 'parti', 'vízen', 'kréta', 'nevű']","['tragédia a fekete-tengeren: elsüllyedt egy román vontatóhajó, nem volt túlélő elsüllyedt egy vontatóhajó szerda reggel romániában a fekete-tengeri midia kikötőben, a legénység tagjai közül senkit nem sikerült élve kimenteni – írja a hvg .\n\na kikötői hatóság közlése szerint valószínűleg öten tartózkodtak a felborult, a román média által az astana nevű hajóként azonosított járm', 'rettegnek a máltaiak: előkerült a szellemtanker, a fél sziget felrobbanhat a több szigetből álló málta közlekedési hatósága megerősítette: az arctic metagaz nevű lng-tanker a főszigethez közel sodródik a földközi-tengeren, ellentmondva annak a korábbi líbiai jelentésnek, ami szerint a hajó elsüllyedt a március 3-i robbanást követően. az lng-tankert máltától 37 tengeri mérf', 'elsüllyedt egy hajó romániában, keresik a legénység tagjait elsüllyedt egy vontatóhajó szerda reggel romániában a fekete-tengeri midia kikötőben, a legénységből senkit nem sikerült élve kimenteni. a hajóbaleset körülményeit vizsgálják – tájékoztat az mti.\n\na kikötői hatóság közlése szerint valószínűleg öt személy tartózkodott a felborult hajó fedélzetén. egy']"
41,26,41_hamenei_irán_ali_ajatollah,"['hamenei', 'irán', 'ali', 'ajatollah', 'ali hamenei', 'izraeli', 'legfelsőbb', 'hámenei', 'vezetője', 'hamenei ajatollah']","['meghalt hamenei: irán megtorlást ígért, trump visszaüzent irán „pusztító” megtorlást helyezett kilátásba, miután az egyesült államok és irán közötti csapásokban meghalt ali hamenei ajatollah, az ország legfőbb vezetője. az iráni állami televízió közlése szerint hameneit az irodájában érte a halál. az ország 40 napos nemzeti gyászt rendelt el a keményvonala', 'ali hamenei felszólalása várható, miközben eltérő hírek láttak napvilágot róla az iráni állami al-alam tv jelentése szerint ali hamenei, irán legfelsőbb vezetője várhatóan perceken belül beszédet mond a nemzethez. ali hamenei, irán legfelsőbb vezetője várhatóan perceken belül beszédet mond (fotó: afp)', 'végítélet iránban: előkerült az ajatollah holtteste is izraeli hivatalos források szerint meghalt irán legfelsőbb vezetője, ali hamenei ajatollah, miután izrael és az egyesült államok katonai csapásokat hajtott végre irán ellen. erről egy magas rangú izraeli tisztviselő beszélt a reuters hírügynökségnek, aki azt is elmondta: a vallási vezető holttestét']"
42,26,42_vízesés_tó_hazai_fekszik,"['vízesés', 'tó', 'hazai', 'fekszik', 'tavasszal', 'ingyenes', 'számolt', 'turisztikai', 'kilométerre', 'fotók']","['árverésen talált új gazdára a híres vízesés – nem akárki csapott le rá árverésen cserélt gazdát a látványos oregoni abiqua-vízesés: az állam törvényhozása 2,1 millió dollárt (417 millió forintot) hagyott jóvá a vízesés és a környező terület megvásárlására.\n\na vízesés mintegy 50 kilométerre keletre fekszik oregon állam fővárosától, salemtől, és portlandtől körülbelül 80', 'a bontás alatt így lesz használható a hévízi tófürdő nagy bálint, az építési és közlekedési minisztérium (ékm) közlekedésért felelős államtitkára, a térség fideszes országgyűlési képviselője a pénteken a helyszínen tartott sajtótájékoztatón jelezte: hévízt a világörökség részeként szeretnék elismertetni, ebben pedig jelentős szerepe van a gyógyfürdő é', 'óriási fejlesztésre készülnek hévízen - de mi lesz a fürdővel a felújítás alatt? nagy bálint, az építési és közlekedési minisztérium (ékm) közlekedésért felelős államtitkára, a térség fideszes országgyűlési képviselője a helyszínen tartott sajtótájékoztatón jelezte: hévízt a világörökség részeként szeretnék elismertetni, ebben pedig jelentős szerepe van a gyógyfürdő és a kórház']"
